annotation_text,annotated_quote,annotation_location,category
"Is Polixenes somewhat supporting marrying his son to Perdita, who is at the time only seen as a mere shepherd's daughter? I find it slightly interesting that this can be an argument to marry them since it seems that royalty and the wealthy back then liked to keep the power/wealth within the family and therefore usually married cousins or even closer relatives. Even now, there always seems to be a bit of a social dynamic in which the rich marry the rich or even the same race marries the same race. After so much time, it has been relatively recent since interracial marriage has been accepted as normal, but there is still slight remnants of that standard from the past. Do you think that's what Polixenes was trying to argue or was he more judging Perdita on her noble-like looks and therefore was less opposed to her?","You see, sweet maid, we marry
[110]  A gentler scion to the wildest stock,
  And make conceive a bark of baser kind
  By bud of nobler race.",Act 4 Scene 4,Class
is he calling Perdita a sheep-hook?,sheep-hook!,Act 4 Scene 4,Class
Foreshadowing the famous 'pursued by bear',"Besides, this place is famous for the creatures
  Of prey that keep upon ’t.",Act 3 Scene 3,None
,unintelligent,Act 1 Scene 1,
"Leonte's rage, doubts,  paranoia seems to be so  intense that he has palpitations and raise heartbeat. He indicates signs of  psychosomatic symptoms. ","I have tremor cordis on me. My heart dances,",Act 1 Scene 2,Pandemics
Self-conflicted mind indicative of mental health issues.,Who in rebellion with himself will have,Act 1 Scene 2,Pandemics
"This imagery is revolting. Representative of today's Pandemic.  It is quote intriguing and morbid to imagine what kind of internal damage a human body goes through when it is infected with COVID. Maybe our blood doesn't become jelly, but our lungs, WBCs, immune system must be a battle scene.","O, then my best blood turn
  To an infected jelly",Act 1 Scene 2,Pandemics
"The denotative meaning of the line reminds of the novel coronavirus. We couldn't understand what disease was happening in the world, yet everyone fell to its prey. Connotatively, jealousy, doubts, suspicions spread like plague.","I cannot name the disease, and it is caught
  Of you that yet are well.",Act 1 Scene 2,Pandemics
"The word 'grow' here could relate to the pandemic imagery. Polixenes is made aware of a big scandal and a big accusation against him. All the while he was naive. This sudden revelation feels like the sudden spread of COVID, a disaster that grew in silence and was suddenly at our doors in March.",How should this grow?,Act 1 Scene 2,Pandemics
"Alludes to Ovid's Metamorphoses and Greek mythology. He is the son of God of Hermes  who along with being god of wealth, luck, fertility was also the patron of Shepherds","Autolycus, former servant to Florizell, now a rogue",The Winter's Tale,Religion
"It is shakespeare's magic to create powerful emotion even through simple words like these. The line moves my heart and the choice of word warm brings out the contrasts with the play's title. All this makes this simple word, even more impactful, a symbol of life, joy, comfort, relief.","O, she’s warm!",Act 5 Scene 3,Religion
"Conversation Leader Post: Polixenes view of their childhood and then fall into sexuality  with arrival of women in their lives alludes to the Original Sin. Right from Adam and Eve to Elizabethan times to now, Why are women considered diabolical and associated to be with devils and witches? ",Your queen and I are devils.,Act 1 Scene 2,Gender
"While some might argue that the conversation between Hermoine and Polixenes suggest flirting, I merely take it up to be being informal. Since Polixenes is a close friend, it wasn't that improper to be sweet and courteous to Hermoine. I wonder how the play, relationship between Polixenes and Hermoine would be perceived had the play been performed when Queen Elizabeth was alive.","To be your prisoner should import offending,
  Which is for me less easy to commit
  Than you to punish.",Act 1 Scene 2,Gender
"""sinned only with us"" This sentence is low-key like a foreshadowing of what lies for Hermoine  and Polixenes ahead. An accusation of sin with someone else","If you first sinned with us, and that with us
  You did continue fault, and that you slipped not
  With any but with us.",Act 1 Scene 2,None
"This recollection of a memory by Leontes where he waited for Hermoine for 3 months to accept him, seems to give way to his redemption later. ","Three crabbèd months had soured themselves to
  death",Act 1 Scene 2,None
"This line here  when spoken could have been sharp, bitter and stronger. It outlines a  diabolical side of Leontes that makes diplomatic dialogues outside while enraging on the inside","Hermione,
  How thou lov’st us show in our brother’s welcome.",Act 1 Scene 2,None
Neat is a term referred to Cattle with Horns.  This is in relation to the imagery of cuckolds and horns as it will be seen in next lines.,neat—not neat,Act 1 Scene 2,Sexuality
A seemingly harmless comment on how distrustful women are.,"Women say so,
  That will say anything.",Act 1 Scene 2,Gender
"It is intriguing to see that Leontes rationalize for a while deciding whether Mamillius is his son or not. He seems to be fighting his jealousy and suspicions and convincing himself that the prince is in fact his son. It would be a great dishonor for the king to have no heir. I wonder if he had a daughter instead of Mamillius, he wouldn't have been able to argue with himself and along with Hermoine, banished her too.","yet were it true
  To say this boy were like me.",Act 1 Scene 2,Gender
"Leontes' referenced to his brow turning to horns just a while ago and now, the recurring word here by Hermoine  underscores the idea of cuckold and foreshadows Leontes' sharp descent into fury",brow,Act 1 Scene 2,Sexuality
,,,
,,,
"The Winter's Tale has shifted from a very serious, almost tragic tone, to now  a comedic tone. One of the ways that Shakespeare adds humor is in Autolycus stealing from the Shepherd's Son and essentially admitting that he is the thief to the unsuspecting Shepard's Son. Usually this strategy is to create tension within the audience, but in this case, it is more used as a mischievous secret the audience and Autolycus share.",Some call him Autolycus,Act 4 Scene 3,Class
